Company,IS_PARTIAL_OWNER_OF,Company
0000895421,IS_PARTIAL_OWNER_OF,0001007330
0000895421,IS_PARTIAL_OWNER_OF,0001325460
0000895421,IS_PARTIAL_OWNER_OF,0001174746
0000895421,IS_PARTIAL_OWNER_OF,0001143967
0000895421,IS_PARTIAL_OWNER_OF,0000943320
0000895421,IS_PARTIAL_OWNER_OF,0001141103
0000895421,IS_PARTIAL_OWNER_OF,0000727273
0000895421,IS_PARTIAL_OWNER_OF,0001295230
0000895421,IS_PARTIAL_OWNER_OF,0000755199
0000895421,IS_PARTIAL_OWNER_OF,0000878483
0000895421,IS_PARTIAL_OWNER_OF,0001175597
0000895421,IS_PARTIAL_OWNER_OF,0001065860
0000895421,IS_PARTIAL_OWNER_OF,0001022329
0000789019,IS_PARTIAL_OWNER_OF,0001823878
0000789019,IS_PARTIAL_OWNER_OF,0001326801
0000789019,IS_PARTIAL_OWNER_OF,0000730464
0000789019,IS_PARTIAL_OWNER_OF,0001108906
0000789019,IS_PARTIAL_OWNER_OF,0001332245
0000789019,IS_PARTIAL_OWNER_OF,0001058811
0001636519,IS_PARTIAL_OWNER_OF,0001795250
0001636519,IS_PARTIAL_OWNER_OF,0001499832
0000068505,IS_PARTIAL_OWNER_OF,0001351636
0000068505,IS_PARTIAL_OWNER_OF,0001129260
0000068505,IS_PARTIAL_OWNER_OF,0001495569
0000068505,IS_PARTIAL_OWNER_OF,0001285551
0000068505,IS_PARTIAL_OWNER_OF,0000878436
0000068505,IS_PARTIAL_OWNER_OF,0001272547
0000068505,IS_PARTIAL_OWNER_OF,0001085707
0000891103,IS_PARTIAL_OWNER_OF,0001800227
0000891103,IS_PARTIAL_OWNER_OF,0001412270
0000891103,IS_PARTIAL_OWNER_OF,0001705110
0000891103,IS_PARTIAL_OWNER_OF,0001575189
0000891103,IS_PARTIAL_OWNER_OF,0001163932
0000891103,IS_PARTIAL_OWNER_OF,0001125914
0000891103,IS_PARTIAL_OWNER_OF,0001434729
0000891103,IS_PARTIAL_OWNER_OF,0001434620
0000891103,IS_PARTIAL_OWNER_OF,0001006637
0000891103,IS_PARTIAL_OWNER_OF,0001434621
0000891103,IS_PARTIAL_OWNER_OF,0001324424
0000015615,IS_PARTIAL_OWNER_OF,0001704760
0000015615,IS_PARTIAL_OWNER_OF,0000912728
0000717423,IS_PARTIAL_OWNER_OF,0001573516
0000899923,IS_PARTIAL_OWNER_OF,0001459450
0000914475,IS_PARTIAL_OWNER_OF,0001640266
0000753308,IS_PARTIAL_OWNER_OF,0001930679
0000753308,IS_PARTIAL_OWNER_OF,0001890107
0001164727,IS_PARTIAL_OWNER_OF,0001208038
0001111711,IS_PARTIAL_OWNER_OF,0001629995
0001111711,IS_PARTIAL_OWNER_OF,0001420783
0000751364,IS_PARTIAL_OWNER_OF,0000751364
0001133421,IS_PARTIAL_OWNER_OF,0001501585
0001133421,IS_PARTIAL_OWNER_OF,0001118941
0001133421,IS_PARTIAL_OWNER_OF,0001267097
0001021860,IS_PARTIAL_OWNER_OF,0001599617
0001076930,IS_PARTIAL_OWNER_OF,0000873603
0001013871,IS_PARTIAL_OWNER_OF,0001567683
0000073124,IS_PARTIAL_OWNER_OF,0001531134
0000073124,IS_PARTIAL_OWNER_OF,0001301483
0000073124,IS_PARTIAL_OWNER_OF,0000034471
0001045810,IS_PARTIAL_OWNER_OF,0001832483
0001564708,IS_PARTIAL_OWNER_OF,0001595974
0001413447,IS_PARTIAL_OWNER_OF,0001438423
0001413447,IS_PARTIAL_OWNER_OF,0000859475
0001413447,IS_PARTIAL_OWNER_OF,0000915778
0000726728,IS_PARTIAL_OWNER_OF,0001873923
0001021635,IS_PARTIAL_OWNER_OF,0001591763
0000888491,IS_PARTIAL_OWNER_OF,0000860546
0001039684,IS_PARTIAL_OWNER_OF,0000909281
0000707179,IS_PARTIAL_OWNER_OF,0001015856
0001341439,IS_PARTIAL_OWNER_OF,0001117106
0001341439,IS_PARTIAL_OWNER_OF,0001356104
0001341439,IS_PARTIAL_OWNER_OF,0001001113
0001341439,IS_PARTIAL_OWNER_OF,0000867347
0001341439,IS_PARTIAL_OWNER_OF,0001080306
0000074260,IS_PARTIAL_OWNER_OF,0000876437
0000074260,IS_PARTIAL_OWNER_OF,0000935724
0000797468,IS_PARTIAL_OWNER_OF,0001423902
0000797468,IS_PARTIAL_OWNER_OF,0001845437
0000797468,IS_PARTIAL_OWNER_OF,0001070423
0000797468,IS_PARTIAL_OWNER_OF,0001609253
0000797468,IS_PARTIAL_OWNER_OF,0001581990
0000797468,IS_PARTIAL_OWNER_OF,0001159119
0000797468,IS_PARTIAL_OWNER_OF,0000898444
0000797468,IS_PARTIAL_OWNER_OF,0000842635
0000813828,IS_PARTIAL_OWNER_OF,0001579877
0000813828,IS_PARTIAL_OWNER_OF,0001015577
0000813828,IS_PARTIAL_OWNER_OF,0001015789
0000813828,IS_PARTIAL_OWNER_OF,0001339947
0000813828,IS_PARTIAL_OWNER_OF,0000927720
0000813828,IS_PARTIAL_OWNER_OF,0000945688
0000813828,IS_PARTIAL_OWNER_OF,0001068969
0000813828,IS_PARTIAL_OWNER_OF,0001258655
0000813828,IS_PARTIAL_OWNER_OF,0000771950
0000813828,IS_PARTIAL_OWNER_OF,0001085734
0001534504,IS_PARTIAL_OWNER_OF,0001582568
0000075362,IS_PARTIAL_OWNER_OF,0001012019
0001338749,IS_PARTIAL_OWNER_OF,0001441236
0001396814,IS_PARTIAL_OWNER_OF,0001561921
0000765880,IS_PARTIAL_OWNER_OF,0001677203
0001013857,IS_PARTIAL_OWNER_OF,0001042134
0000921738,IS_PARTIAL_OWNER_OF,0001575965
0000077476,IS_PARTIAL_OWNER_OF,0001084230
0000077476,IS_PARTIAL_OWNER_OF,0001076405
0000078003,IS_PARTIAL_OWNER_OF,0001855644
0000078003,IS_PARTIAL_OWNER_OF,0001796280
0000078003,IS_PARTIAL_OWNER_OF,0001782223
0000078003,IS_PARTIAL_OWNER_OF,0001826892
0000078003,IS_PARTIAL_OWNER_OF,0001805387
0000078003,IS_PARTIAL_OWNER_OF,0001792044
0000078003,IS_PARTIAL_OWNER_OF,0001672619
0000078003,IS_PARTIAL_OWNER_OF,0001773427
0000078003,IS_PARTIAL_OWNER_OF,0001662774
0000078003,IS_PARTIAL_OWNER_OF,0001737287
0000078003,IS_PARTIAL_OWNER_OF,0001649904
0000078003,IS_PARTIAL_OWNER_OF,0000883984
0000078003,IS_PARTIAL_OWNER_OF,0001527599
0000078003,IS_PARTIAL_OWNER_OF,0001404644
0000078003,IS_PARTIAL_OWNER_OF,0001419600
0000078003,IS_PARTIAL_OWNER_OF,0001305253
0000078003,IS_PARTIAL_OWNER_OF,0001175505
0000078003,IS_PARTIAL_OWNER_OF,0001555280
0000078003,IS_PARTIAL_OWNER_OF,0001047699
0000078003,IS_PARTIAL_OWNER_OF,0000887023
0000078003,IS_PARTIAL_OWNER_OF,0000902622
0000078003,IS_PARTIAL_OWNER_OF,0001319197
0000078003,IS_PARTIAL_OWNER_OF,0001314102
0000078003,IS_PARTIAL_OWNER_OF,0001019695
0000078003,IS_PARTIAL_OWNER_OF,0000802724
0001126328,IS_PARTIAL_OWNER_OF,0001316645
0001126328,IS_PARTIAL_OWNER_OF,0001090403
0001126328,IS_PARTIAL_OWNER_OF,0001126328
0000076334,IS_PARTIAL_OWNER_OF,0001042598
0000822416,IS_PARTIAL_OWNER_OF,0000822416
0000713676,IS_PARTIAL_OWNER_OF,0001825720
0000713676,IS_PARTIAL_OWNER_OF,0001323520
0001530950,IS_PARTIAL_OWNER_OF,0001772016
0001530950,IS_PARTIAL_OWNER_OF,0001843716
0001028918,IS_PARTIAL_OWNER_OF,0001028918
0000802481,IS_PARTIAL_OWNER_OF,0001292215
0000922224,IS_PARTIAL_OWNER_OF,0001622536
0001808834,IS_PARTIAL_OWNER_OF,0001821393
0001585364,IS_PARTIAL_OWNER_OF,0001445283
0001585364,IS_PARTIAL_OWNER_OF,0001559053
0000884219,IS_PARTIAL_OWNER_OF,0001273931
0001137774,IS_PARTIAL_OWNER_OF,0001989582
0001137774,IS_PARTIAL_OWNER_OF,0001923622
0001137774,IS_PARTIAL_OWNER_OF,0001547341
0001137774,IS_PARTIAL_OWNER_OF,0001875084
0001137774,IS_PARTIAL_OWNER_OF,0001293613
0001137774,IS_PARTIAL_OWNER_OF,0001526329
0001137774,IS_PARTIAL_OWNER_OF,0001517518
0001137774,IS_PARTIAL_OWNER_OF,0001490286
0001137774,IS_PARTIAL_OWNER_OF,0001570318
0001137774,IS_PARTIAL_OWNER_OF,0001488775
0001137774,IS_PARTIAL_OWNER_OF,0001363890
0001137774,IS_PARTIAL_OWNER_OF,0001268533
0001137774,IS_PARTIAL_OWNER_OF,0001322652
0001137774,IS_PARTIAL_OWNER_OF,0001554697
0001137774,IS_PARTIAL_OWNER_OF,0001534880
0001137774,IS_PARTIAL_OWNER_OF,0001057436
0001137774,IS_PARTIAL_OWNER_OF,0001158265
0001137774,IS_PARTIAL_OWNER_OF,0000833845
0001393311,IS_PARTIAL_OWNER_OF,0000866368
0001393311,IS_PARTIAL_OWNER_OF,0000202953
0001393311,IS_PARTIAL_OWNER_OF,0000277925
0001393311,IS_PARTIAL_OWNER_OF,0000225775
0001474432,IS_PARTIAL_OWNER_OF,0001474432
0001534701,IS_PARTIAL_OWNER_OF,0001338065
0001534701,IS_PARTIAL_OWNER_OF,0001572910
0000889900,IS_PARTIAL_OWNER_OF,0000751288
0000078239,IS_PARTIAL_OWNER_OF,0000078239
0001038357,IS_PARTIAL_OWNER_OF,0001680247
0001038357,IS_PARTIAL_OWNER_OF,0001407463
0000901491,IS_PARTIAL_OWNER_OF,0000901491
0000804328,IS_PARTIAL_OWNER_OF,0001891027
0000804328,IS_PARTIAL_OWNER_OF,0001585521
0000804328,IS_PARTIAL_OWNER_OF,0001135271
0000890926,IS_PARTIAL_OWNER_OF,0001170593
0000872589,IS_PARTIAL_OWNER_OF,0001656536
0000872589,IS_PARTIAL_OWNER_OF,0001501756
0001281761,IS_PARTIAL_OWNER_OF,0001343602
0001281761,IS_PARTIAL_OWNER_OF,0001302246
0001281761,IS_PARTIAL_OWNER_OF,0001275902
0001281761,IS_PARTIAL_OWNER_OF,0001227122
0000085535,IS_PARTIAL_OWNER_OF,0001502377
0000085535,IS_PARTIAL_OWNER_OF,0001162177
0000720005,IS_PARTIAL_OWNER_OF,0001165921
0000943819,IS_PARTIAL_OWNER_OF,0000943819
0000913144,IS_PARTIAL_OWNER_OF,0001371285
0000913144,IS_PARTIAL_OWNER_OF,0001171500
0001635088,IS_PARTIAL_OWNER_OF,0001447028
0001635088,IS_PARTIAL_OWNER_OF,0001764013
0001635088,IS_PARTIAL_OWNER_OF,0001740547
0001635088,IS_PARTIAL_OWNER_OF,0001636050
0001635088,IS_PARTIAL_OWNER_OF,0001679082
0001849253,IS_PARTIAL_OWNER_OF,0001849253
0000052827,IS_PARTIAL_OWNER_OF,0000052827
0000052827,IS_PARTIAL_OWNER_OF,0001597672
0001095651,IS_PARTIAL_OWNER_OF,0001095651
0001095651,IS_PARTIAL_OWNER_OF,0001953366
0001095651,IS_PARTIAL_OWNER_OF,0001688852
0000897723,IS_PARTIAL_OWNER_OF,0000897723
0001415404,IS_PARTIAL_OWNER_OF,0000913665
0001368458,IS_PARTIAL_OWNER_OF,0001368457
0000705432,IS_PARTIAL_OWNER_OF,0000705432
0000829224,IS_PARTIAL_OWNER_OF,0001512673
0000316709,IS_PARTIAL_OWNER_OF,0001213980
0000316709,IS_PARTIAL_OWNER_OF,0001071620
0000316709,IS_PARTIAL_OWNER_OF,0001251390
0000316709,IS_PARTIAL_OWNER_OF,0001251391
0000316709,IS_PARTIAL_OWNER_OF,0001116075
0000316709,IS_PARTIAL_OWNER_OF,0001103076
0000316709,IS_PARTIAL_OWNER_OF,0001119896
0000316709,IS_PARTIAL_OWNER_OF,0001036052
0000094049,IS_PARTIAL_OWNER_OF,0000094049
0000350894,IS_PARTIAL_OWNER_OF,0001968178
0000720672,IS_PARTIAL_OWNER_OF,0001578348
0000720672,IS_PARTIAL_OWNER_OF,0001544206
0001620533,IS_PARTIAL_OWNER_OF,0001620533
0001295810,IS_PARTIAL_OWNER_OF,0001295810
0000913241,IS_PARTIAL_OWNER_OF,0001171032
0000894315,IS_PARTIAL_OWNER_OF,0002027317
0000894315,IS_PARTIAL_OWNER_OF,0001735184
0000719739,IS_PARTIAL_OWNER_OF,0000949858
0000719739,IS_PARTIAL_OWNER_OF,0001788882
0000719739,IS_PARTIAL_OWNER_OF,0000357108
0000087347,IS_PARTIAL_OWNER_OF,0001849820
0000087347,IS_PARTIAL_OWNER_OF,0001694028
0000087347,IS_PARTIAL_OWNER_OF,0000909413
0001040971,IS_PARTIAL_OWNER_OF,0001287701
0001032033,IS_PARTIAL_OWNER_OF,0001593538
0000825542,IS_PARTIAL_OWNER_OF,0001316644
0000883241,IS_PARTIAL_OWNER_OF,0001121980
0000018349,IS_PARTIAL_OWNER_OF,0001401521
0000018349,IS_PARTIAL_OWNER_OF,0000721683
0001177394,IS_PARTIAL_OWNER_OF,0001803599
0001063761,IS_PARTIAL_OWNER_OF,0001869198
0001063761,IS_PARTIAL_OWNER_OF,0001839127
0001063761,IS_PARTIAL_OWNER_OF,0001594686
0001063761,IS_PARTIAL_OWNER_OF,0000914713
0001576018,IS_PARTIAL_OWNER_OF,0001373670
0000088205,IS_PARTIAL_OWNER_OF,0001641991
0000764038,IS_PARTIAL_OWNER_OF,0000764038
0001465128,IS_PARTIAL_OWNER_OF,0001579471
0001137789,IS_PARTIAL_OWNER_OF,0001540400
0000016918,IS_PARTIAL_OWNER_OF,0001737927
0000016918,IS_PARTIAL_OWNER_OF,0000742685
0000093556,IS_PARTIAL_OWNER_OF,0001347022
0000004127,IS_PARTIAL_OWNER_OF,0001104042
0001692115,IS_PARTIAL_OWNER_OF,0001981599
0001514705,IS_PARTIAL_OWNER_OF,0001555538
0000310764,IS_PARTIAL_OWNER_OF,0001374128
0000310764,IS_PARTIAL_OWNER_OF,0000913756
0000732717,IS_PARTIAL_OWNER_OF,0001780312
0000732717,IS_PARTIAL_OWNER_OF,0001889658
0000732717,IS_PARTIAL_OWNER_OF,0000925645
0000098222,IS_PARTIAL_OWNER_OF,0001030749
0000098222,IS_PARTIAL_OWNER_OF,0000098222
0000842023,IS_PARTIAL_OWNER_OF,0001340652
0000097216,IS_PARTIAL_OWNER_OF,0000926763
0000039899,IS_PARTIAL_OWNER_OF,0001683606
0000039899,IS_PARTIAL_OWNER_OF,0001635718
0000098362,IS_PARTIAL_OWNER_OF,0001598428
0000097745,IS_PARTIAL_OWNER_OF,0001819113
0000097745,IS_PARTIAL_OWNER_OF,0000319240
0000097745,IS_PARTIAL_OWNER_OF,0000350907
0001361658,IS_PARTIAL_OWNER_OF,0001722684
0001389170,IS_PARTIAL_OWNER_OF,0001379661
0000099780,IS_PARTIAL_OWNER_OF,0001739445
0000099780,IS_PARTIAL_OWNER_OF,0000032870
0000086312,IS_PARTIAL_OWNER_OF,0001212235
0000086312,IS_PARTIAL_OWNER_OF,0000896861
0000086312,IS_PARTIAL_OWNER_OF,0001093557
0000086312,IS_PARTIAL_OWNER_OF,0000885708
0000086312,IS_PARTIAL_OWNER_OF,0001068963
0000086312,IS_PARTIAL_OWNER_OF,0001171500
0000086312,IS_PARTIAL_OWNER_OF,0001172480
0000086312,IS_PARTIAL_OWNER_OF,0000911359
0000100493,IS_PARTIAL_OWNER_OF,0001029023
0001466258,IS_PARTIAL_OWNER_OF,0001788414
0000737758,IS_PARTIAL_OWNER_OF,0000737758
0001465740,IS_PARTIAL_OWNER_OF,0001703644
0001465740,IS_PARTIAL_OWNER_OF,0001557255
0000217346,IS_PARTIAL_OWNER_OF,0000101271
0000100517,IS_PARTIAL_OWNER_OF,0001144331
0000100517,IS_PARTIAL_OWNER_OF,0001173495
0000729986,IS_PARTIAL_OWNER_OF,0000729986
0001611547,IS_PARTIAL_OWNER_OF,0001611547
0000884614,IS_PARTIAL_OWNER_OF,0000932628
0000731766,IS_PARTIAL_OWNER_OF,0001628908
0000731766,IS_PARTIAL_OWNER_OF,0000921878
0001090727,IS_PARTIAL_OWNER_OF,0001832351
0000036104,IS_PARTIAL_OWNER_OF,0001230245
0001082554,IS_PARTIAL_OWNER_OF,0001527096
0001082554,IS_PARTIAL_OWNER_OF,0001756262
0001082554,IS_PARTIAL_OWNER_OF,0001619087
0000103379,IS_PARTIAL_OWNER_OF,0001760965
0000103379,IS_PARTIAL_OWNER_OF,0000093736
0000912093,IS_PARTIAL_OWNER_OF,0001633978
0000912093,IS_PARTIAL_OWNER_OF,0000865415
0001592386,IS_PARTIAL_OWNER_OF,0001592386
0001035002,IS_PARTIAL_OWNER_OF,0001035002
0001035002,IS_PARTIAL_OWNER_OF,0001583103
0001035002,IS_PARTIAL_OWNER_OF,0001562039
0001035002,IS_PARTIAL_OWNER_OF,0001223786
0000899689,IS_PARTIAL_OWNER_OF,0001689796
0000899689,IS_PARTIAL_OWNER_OF,0001611547
0000899689,IS_PARTIAL_OWNER_OF,0001166126
0000899689,IS_PARTIAL_OWNER_OF,0000899689
0000899689,IS_PARTIAL_OWNER_OF,0000910108
0000899689,IS_PARTIAL_OWNER_OF,0001333578
0000899689,IS_PARTIAL_OWNER_OF,0001165460
0000899689,IS_PARTIAL_OWNER_OF,0001293200
0001535929,IS_PARTIAL_OWNER_OF,0001275214
0001535929,IS_PARTIAL_OWNER_OF,0001515324
0001535929,IS_PARTIAL_OWNER_OF,0001515940
0001535929,IS_PARTIAL_OWNER_OF,0001293613
0001535929,IS_PARTIAL_OWNER_OF,0000806628
0001535929,IS_PARTIAL_OWNER_OF,0001504234
0001535929,IS_PARTIAL_OWNER_OF,0001546429
0001535929,IS_PARTIAL_OWNER_OF,0001517518
0001535929,IS_PARTIAL_OWNER_OF,0001547341
0001535929,IS_PARTIAL_OWNER_OF,0000790500
0001535929,IS_PARTIAL_OWNER_OF,0001500096
0001535929,IS_PARTIAL_OWNER_OF,0001322652
0000883237,IS_PARTIAL_OWNER_OF,0000836412
0000883237,IS_PARTIAL_OWNER_OF,0001528811
0000883237,IS_PARTIAL_OWNER_OF,0001515671
0000875320,IS_PARTIAL_OWNER_OF,0001674416
0000875320,IS_PARTIAL_OWNER_OF,0001340744
0000103730,IS_PARTIAL_OWNER_OF,0001487952
0000103730,IS_PARTIAL_OWNER_OF,0000090283
0000740260,IS_PARTIAL_OWNER_OF,0001639947
0000740260,IS_PARTIAL_OWNER_OF,0001043236
0000070866,IS_PARTIAL_OWNER_OF,0001974138
0000070866,IS_PARTIAL_OWNER_OF,0001096857
0000070866,IS_PARTIAL_OWNER_OF,0000816761
0000732712,IS_PARTIAL_OWNER_OF,0001372375
0000732712,IS_PARTIAL_OWNER_OF,0001468516
0000732712,IS_PARTIAL_OWNER_OF,0000912890
0000732712,IS_PARTIAL_OWNER_OF,0001489524
0000732712,IS_PARTIAL_OWNER_OF,0001415205
0000732712,IS_PARTIAL_OWNER_OF,0000808461
0000732712,IS_PARTIAL_OWNER_OF,0000723527
0000943452,IS_PARTIAL_OWNER_OF,0000792987
0000311094,IS_PARTIAL_OWNER_OF,0000840007
0001618921,IS_PARTIAL_OWNER_OF,0001865782
0001618921,IS_PARTIAL_OWNER_OF,0001014739
0001618921,IS_PARTIAL_OWNER_OF,0001140859
0001437107,IS_PARTIAL_OWNER_OF,0000929351
0001437107,IS_PARTIAL_OWNER_OF,0001484769
0000106040,IS_PARTIAL_OWNER_OF,0002023554
0000783325,IS_PARTIAL_OWNER_OF,0000879796
0000030697,IS_PARTIAL_OWNER_OF,0001313918
0000030697,IS_PARTIAL_OWNER_OF,0001084961
0000072971,IS_PARTIAL_OWNER_OF,0001140392
0000072971,IS_PARTIAL_OWNER_OF,0001528437
0000072971,IS_PARTIAL_OWNER_OF,0001137391
0000072971,IS_PARTIAL_OWNER_OF,0001162027
0000072971,IS_PARTIAL_OWNER_OF,0001266585
0000072971,IS_PARTIAL_OWNER_OF,0001051004
0000072971,IS_PARTIAL_OWNER_OF,0000888410
0000072971,IS_PARTIAL_OWNER_OF,0000882152
0000072971,IS_PARTIAL_OWNER_OF,0001723701
0000072971,IS_PARTIAL_OWNER_OF,0000890196
0000072971,IS_PARTIAL_OWNER_OF,0000879535
0000072971,IS_PARTIAL_OWNER_OF,0000884216
0000072971,IS_PARTIAL_OWNER_OF,0000911308
0000072971,IS_PARTIAL_OWNER_OF,0000901824
0000072971,IS_PARTIAL_OWNER_OF,0000844172
0000072971,IS_PARTIAL_OWNER_OF,0000892992
0000072971,IS_PARTIAL_OWNER_OF,0000878198
0000072971,IS_PARTIAL_OWNER_OF,0001137887
0000072971,IS_PARTIAL_OWNER_OF,0001258943
0000072971,IS_PARTIAL_OWNER_OF,0001223026
0000072971,IS_PARTIAL_OWNER_OF,0001090116
0000072971,IS_PARTIAL_OWNER_OF,0001083839
0000072971,IS_PARTIAL_OWNER_OF,0001235511
0000072971,IS_PARTIAL_OWNER_OF,0000897419
0000072971,IS_PARTIAL_OWNER_OF,0001087786
0000072971,IS_PARTIAL_OWNER_OF,0001508782
0000072971,IS_PARTIAL_OWNER_OF,0001499947
0000072971,IS_PARTIAL_OWNER_OF,0001195737
0000072971,IS_PARTIAL_OWNER_OF,0001177219
0000072971,IS_PARTIAL_OWNER_OF,0000899752
0000072971,IS_PARTIAL_OWNER_OF,0000870780
0000072971,IS_PARTIAL_OWNER_OF,0001074952
0000072971,IS_PARTIAL_OWNER_OF,0001204560
0000072971,IS_PARTIAL_OWNER_OF,0001351285
0000072971,IS_PARTIAL_OWNER_OF,0000907573
0000072971,IS_PARTIAL_OWNER_OF,0000895658
0000072971,IS_PARTIAL_OWNER_OF,0001181504
0000072971,IS_PARTIAL_OWNER_OF,0001170300
0000072971,IS_PARTIAL_OWNER_OF,0001140411
0000072971,IS_PARTIAL_OWNER_OF,0001181506
0000072971,IS_PARTIAL_OWNER_OF,0001170299
0000072971,IS_PARTIAL_OWNER_OF,0001107694
0000072971,IS_PARTIAL_OWNER_OF,0001479046
0000072971,IS_PARTIAL_OWNER_OF,0001170311
0000072971,IS_PARTIAL_OWNER_OF,0001422064
0000072971,IS_PARTIAL_OWNER_OF,0000319156
0000072971,IS_PARTIAL_OWNER_OF,0000922612
0000072971,IS_PARTIAL_OWNER_OF,0000724910
0000072971,IS_PARTIAL_OWNER_OF,0000775351
0001262823,IS_PARTIAL_OWNER_OF,0001604665
0000107140,IS_PARTIAL_OWNER_OF,0000107140
0000107263,IS_PARTIAL_OWNER_OF,0001483096
0000107263,IS_PARTIAL_OWNER_OF,0000311471
0000107263,IS_PARTIAL_OWNER_OF,0001411583
0000107263,IS_PARTIAL_OWNER_OF,0001324518
0000107263,IS_PARTIAL_OWNER_OF,0000895007
0000104169,IS_PARTIAL_OWNER_OF,0001538379
0000104169,IS_PARTIAL_OWNER_OF,0001837240
0000104169,IS_PARTIAL_OWNER_OF,0001386278
0000108516,IS_PARTIAL_OWNER_OF,0001968487
0001025378,IS_PARTIAL_OWNER_OF,0001952976
0001025378,IS_PARTIAL_OWNER_OF,0001250873
0000011544,IS_PARTIAL_OWNER_OF,0001428336
0000011544,IS_PARTIAL_OWNER_OF,0001061630
0000105016,IS_PARTIAL_OWNER_OF,0000105016
0000105016,IS_PARTIAL_OWNER_OF,0000711307
0000078128,IS_PARTIAL_OWNER_OF,0000078128
0001326732,IS_PARTIAL_OWNER_OF,0001711754
0000034088,IS_PARTIAL_OWNER_OF,0001680247
0000034088,IS_PARTIAL_OWNER_OF,0000748790
0001166003,IS_PARTIAL_OWNER_OF,0001929561
0001166003,IS_PARTIAL_OWNER_OF,0001852244
0001345016,IS_PARTIAL_OWNER_OF,0001345016
0001041061,IS_PARTIAL_OWNER_OF,0001673358
0001136869,IS_PARTIAL_OWNER_OF,0001876588
0001136869,IS_PARTIAL_OWNER_OF,0001100441
0001084048,IS_PARTIAL_OWNER_OF,0001866633
0000109380,IS_PARTIAL_OWNER_OF,0000845877
0000109380,IS_PARTIAL_OWNER_OF,0001079996
0001439288,IS_PARTIAL_OWNER_OF,0001852597
