Company,BELONGS_TO_INDUSTRY_OF,Industry
0001069899,BELONGS_TO_INDUSTRY_OF,2834
0000813828,BELONGS_TO_INDUSTRY_OF,4833
0000821483,BELONGS_TO_INDUSTRY_OF,1311
0000076605,BELONGS_TO_INDUSTRY_OF,3714
0001590955,BELONGS_TO_INDUSTRY_OF,7372
0001845815,BELONGS_TO_INDUSTRY_OF,7389
0000723531,BELONGS_TO_INDUSTRY_OF,8700
0001068851,BELONGS_TO_INDUSTRY_OF,6022
0001534504,BELONGS_TO_INDUSTRY_OF,2911
0001295947,BELONGS_TO_INDUSTRY_OF,2834
0000078814,BELONGS_TO_INDUSTRY_OF,3579
0000075362,BELONGS_TO_INDUSTRY_OF,3711
0001004980,BELONGS_TO_INDUSTRY_OF,4931
0001338749,BELONGS_TO_INDUSTRY_OF,6798
0001396814,BELONGS_TO_INDUSTRY_OF,2834
0001591698,BELONGS_TO_INDUSTRY_OF,7372
0001120914,BELONGS_TO_INDUSTRY_OF,7372
0000765880,BELONGS_TO_INDUSTRY_OF,6798
0001474098,BELONGS_TO_INDUSTRY_OF,6798
0001476204,BELONGS_TO_INDUSTRY_OF,6798
0000788784,BELONGS_TO_INDUSTRY_OF,4931
0001013857,BELONGS_TO_INDUSTRY_OF,7374
0001321732,BELONGS_TO_INDUSTRY_OF,3841
0000921738,BELONGS_TO_INDUSTRY_OF,7011
0000077476,BELONGS_TO_INDUSTRY_OF,2080
0000078003,BELONGS_TO_INDUSTRY_OF,2834
0001126328,BELONGS_TO_INDUSTRY_OF,6321
0001618673,BELONGS_TO_INDUSTRY_OF,5141
0001178970,BELONGS_TO_INDUSTRY_OF,6035
0000080424,BELONGS_TO_INDUSTRY_OF,2840
0001551306,BELONGS_TO_INDUSTRY_OF,8090
0000080661,BELONGS_TO_INDUSTRY_OF,6331
0000076334,BELONGS_TO_INDUSTRY_OF,3490
0001968915,BELONGS_TO_INDUSTRY_OF,3714
0000822416,BELONGS_TO_INDUSTRY_OF,1531
0001114995,BELONGS_TO_INDUSTRY_OF,3679
0000931015,BELONGS_TO_INDUSTRY_OF,3790
0001577916,BELONGS_TO_INDUSTRY_OF,8741
0001230245,BELONGS_TO_INDUSTRY_OF,6211
0001626115,BELONGS_TO_INDUSTRY_OF,6282
0001617406,BELONGS_TO_INDUSTRY_OF,7011
0000075677,BELONGS_TO_INDUSTRY_OF,2650
0000031791,BELONGS_TO_INDUSTRY_OF,3826
0000810136,BELONGS_TO_INDUSTRY_OF,3674
0001525769,BELONGS_TO_INDUSTRY_OF,5812
0001045609,BELONGS_TO_INDUSTRY_OF,6798
0001761312,BELONGS_TO_INDUSTRY_OF,6331
0001637207,BELONGS_TO_INDUSTRY_OF,7997
0001022408,BELONGS_TO_INDUSTRY_OF,5045
0000785786,BELONGS_TO_INDUSTRY_OF,3672
0001413329,BELONGS_TO_INDUSTRY_OF,2111
0001464423,BELONGS_TO_INDUSTRY_OF,6798
0000713676,BELONGS_TO_INDUSTRY_OF,6021
0001115055,BELONGS_TO_INDUSTRY_OF,6021
0000077360,BELONGS_TO_INDUSTRY_OF,3550
0000764622,BELONGS_TO_INDUSTRY_OF,4911
0000945841,BELONGS_TO_INDUSTRY_OF,5090
0000784977,BELONGS_TO_INDUSTRY_OF,4911
0001530950,BELONGS_TO_INDUSTRY_OF,2040
0000833640,BELONGS_TO_INDUSTRY_OF,3674
0000080420,BELONGS_TO_INDUSTRY_OF,3613
0001028918,BELONGS_TO_INDUSTRY_OF,6022
0000802481,BELONGS_TO_INDUSTRY_OF,2015
0000079879,BELONGS_TO_INDUSTRY_OF,2851
0000922224,BELONGS_TO_INDUSTRY_OF,4911
0001658566,BELONGS_TO_INDUSTRY_OF,1311
0001127703,BELONGS_TO_INDUSTRY_OF,6331
0001185348,BELONGS_TO_INDUSTRY_OF,6153
0001046568,BELONGS_TO_INDUSTRY_OF,8200
0001808834,BELONGS_TO_INDUSTRY_OF,7359
0001585364,BELONGS_TO_INDUSTRY_OF,2834
0000876167,BELONGS_TO_INDUSTRY_OF,7372
0001475922,BELONGS_TO_INDUSTRY_OF,6311
0000805676,BELONGS_TO_INDUSTRY_OF,6021
0001443669,BELONGS_TO_INDUSTRY_OF,3440
0000884219,BELONGS_TO_INDUSTRY_OF,7990
0001137774,BELONGS_TO_INDUSTRY_OF,6311
0001759655,BELONGS_TO_INDUSTRY_OF,8000
0001393311,BELONGS_TO_INDUSTRY_OF,6798
0001041803,BELONGS_TO_INDUSTRY_OF,5331
0000275880,BELONGS_TO_INDUSTRY_OF,7373
0001474432,BELONGS_TO_INDUSTRY_OF,3572
0001534701,BELONGS_TO_INDUSTRY_OF,2911
0000857005,BELONGS_TO_INDUSTRY_OF,7372
0000889900,BELONGS_TO_INDUSTRY_OF,1381
0001377121,BELONGS_TO_INDUSTRY_OF,2834
0001680247,BELONGS_TO_INDUSTRY_OF,1389
0000078239,BELONGS_TO_INDUSTRY_OF,2320
0001050915,BELONGS_TO_INDUSTRY_OF,1731
0001038357,BELONGS_TO_INDUSTRY_OF,1311
0001633917,BELONGS_TO_INDUSTRY_OF,7389
0000901491,BELONGS_TO_INDUSTRY_OF,5812
0000804328,BELONGS_TO_INDUSTRY_OF,3663
0001906324,BELONGS_TO_INDUSTRY_OF,2835
0001107843,BELONGS_TO_INDUSTRY_OF,7372
0001117297,BELONGS_TO_INDUSTRY_OF,7389
0001604778,BELONGS_TO_INDUSTRY_OF,3674
0000085961,BELONGS_TO_INDUSTRY_OF,7510
0000733269,BELONGS_TO_INDUSTRY_OF,7374
0001046102,BELONGS_TO_INDUSTRY_OF,7389
0001324948,BELONGS_TO_INDUSTRY_OF,3562
0001527590,BELONGS_TO_INDUSTRY_OF,6798
0000884887,BELONGS_TO_INDUSTRY_OF,4400
0001724521,BELONGS_TO_INDUSTRY_OF,2834
0000890926,BELONGS_TO_INDUSTRY_OF,6351
0000790526,BELONGS_TO_INDUSTRY_OF,8071
0001095073,BELONGS_TO_INDUSTRY_OF,6331
0000910606,BELONGS_TO_INDUSTRY_OF,6798
0000872589,BELONGS_TO_INDUSTRY_OF,2834
0000742278,BELONGS_TO_INDUSTRY_OF,1389
0000744187,BELONGS_TO_INDUSTRY_OF,2860
0001571283,BELONGS_TO_INDUSTRY_OF,6798
0001740332,BELONGS_TO_INDUSTRY_OF,5072
0001281761,BELONGS_TO_INDUSTRY_OF,6021
0000898174,BELONGS_TO_INDUSTRY_OF,6311
0000730272,BELONGS_TO_INDUSTRY_OF,2836
0000085535,BELONGS_TO_INDUSTRY_OF,6795
0000095029,BELONGS_TO_INDUSTRY_OF,3480
0001528849,BELONGS_TO_INDUSTRY_OF,5712
0000315213,BELONGS_TO_INDUSTRY_OF,7363
0001040829,BELONGS_TO_INDUSTRY_OF,6798
0000720005,BELONGS_TO_INDUSTRY_OF,6211
0001037038,BELONGS_TO_INDUSTRY_OF,2320
0000084246,BELONGS_TO_INDUSTRY_OF,6331
0000917273,BELONGS_TO_INDUSTRY_OF,3674
0000943819,BELONGS_TO_INDUSTRY_OF,3841
0000913144,BELONGS_TO_INDUSTRY_OF,6331
0000715072,BELONGS_TO_INDUSTRY_OF,6022
0000912562,BELONGS_TO_INDUSTRY_OF,3310
0000084748,BELONGS_TO_INDUSTRY_OF,2821
0001635088,BELONGS_TO_INDUSTRY_OF,2834
0001024478,BELONGS_TO_INDUSTRY_OF,3829
0000084839,BELONGS_TO_INDUSTRY_OF,7340
0000882835,BELONGS_TO_INDUSTRY_OF,3823
0000745732,BELONGS_TO_INDUSTRY_OF,5651
0000110621,BELONGS_TO_INDUSTRY_OF,2851
0000315852,BELONGS_TO_INDUSTRY_OF,1311
0000082811,BELONGS_TO_INDUSTRY_OF,3569
0000861884,BELONGS_TO_INDUSTRY_OF,5051
0001060391,BELONGS_TO_INDUSTRY_OF,4953
0001469367,BELONGS_TO_INDUSTRY_OF,3690
0001012019,BELONGS_TO_INDUSTRY_OF,5500
0000930236,BELONGS_TO_INDUSTRY_OF,6798
0001929561,BELONGS_TO_INDUSTRY_OF,4700
0001849253,BELONGS_TO_INDUSTRY_OF,6411
0000052827,BELONGS_TO_INDUSTRY_OF,6798
0001597033,BELONGS_TO_INDUSTRY_OF,7370
0001095651,BELONGS_TO_INDUSTRY_OF,6798
0001172052,BELONGS_TO_INDUSTRY_OF,6331
0001043509,BELONGS_TO_INDUSTRY_OF,5500
0001177702,BELONGS_TO_INDUSTRY_OF,4213
0001571123,BELONGS_TO_INDUSTRY_OF,7373
0000949870,BELONGS_TO_INDUSTRY_OF,2082
0000897723,BELONGS_TO_INDUSTRY_OF,3672
0001415404,BELONGS_TO_INDUSTRY_OF,4899
0001034054,BELONGS_TO_INDUSTRY_OF,6798
0000730708,BELONGS_TO_INDUSTRY_OF,6022
0001368458,BELONGS_TO_INDUSTRY_OF,5990
0001492298,BELONGS_TO_INDUSTRY_OF,6798
0000705432,BELONGS_TO_INDUSTRY_OF,6022
0000829224,BELONGS_TO_INDUSTRY_OF,5810
0000866729,BELONGS_TO_INDUSTRY_OF,2731
0000316709,BELONGS_TO_INDUSTRY_OF,6211
0000089089,BELONGS_TO_INDUSTRY_OF,7200
0000094049,BELONGS_TO_INDUSTRY_OF,2840
0000918965,BELONGS_TO_INDUSTRY_OF,5045
0000895447,BELONGS_TO_INDUSTRY_OF,5661
0001490978,BELONGS_TO_INDUSTRY_OF,2834
0001419612,BELONGS_TO_INDUSTRY_OF,3674
0001012100,BELONGS_TO_INDUSTRY_OF,2820
0000350894,BELONGS_TO_INDUSTRY_OF,6211
0001320414,BELONGS_TO_INDUSTRY_OF,8060
0000720672,BELONGS_TO_INDUSTRY_OF,6211
0001430723,BELONGS_TO_INDUSTRY_OF,6022
0001575515,BELONGS_TO_INDUSTRY_OF,5411
0000090498,BELONGS_TO_INDUSTRY_OF,6021
0001616533,BELONGS_TO_INDUSTRY_OF,3674
0001206264,BELONGS_TO_INDUSTRY_OF,2510
0001620533,BELONGS_TO_INDUSTRY_OF,5810
0001822479,BELONGS_TO_INDUSTRY_OF,8090
0000354963,BELONGS_TO_INDUSTRY_OF,4813
0001295810,BELONGS_TO_INDUSTRY_OF,7011
0000913241,BELONGS_TO_INDUSTRY_OF,3140
0000089800,BELONGS_TO_INDUSTRY_OF,5200
0000832988,BELONGS_TO_INDUSTRY_OF,5944
0000230557,BELONGS_TO_INDUSTRY_OF,6331
0000894315,BELONGS_TO_INDUSTRY_OF,6798
0001451809,BELONGS_TO_INDUSTRY_OF,3674
0000719739,BELONGS_TO_INDUSTRY_OF,6022
0000091419,BELONGS_TO_INDUSTRY_OF,2033
0000766829,BELONGS_TO_INDUSTRY_OF,4941
0000899715,BELONGS_TO_INDUSTRY_OF,6798
0001065837,BELONGS_TO_INDUSTRY_OF,3140
0000090896,BELONGS_TO_INDUSTRY_OF,2451
0000793733,BELONGS_TO_INDUSTRY_OF,4512
0001038074,BELONGS_TO_INDUSTRY_OF,3674
0000087347,BELONGS_TO_INDUSTRY_OF,1389
0001040971,BELONGS_TO_INDUSTRY_OF,6798
0000849869,BELONGS_TO_INDUSTRY_OF,3411
0001032033,BELONGS_TO_INDUSTRY_OF,6141
0001023459,BELONGS_TO_INDUSTRY_OF,7373
0001856485,BELONGS_TO_INDUSTRY_OF,2621
0000893538,BELONGS_TO_INDUSTRY_OF,1311
0000825542,BELONGS_TO_INDUSTRY_OF,2870
0000093389,BELONGS_TO_INDUSTRY_OF,3714
0001702744,BELONGS_TO_INDUSTRY_OF,2000
0000088941,BELONGS_TO_INDUSTRY_OF,3674
0000091440,BELONGS_TO_INDUSTRY_OF,3420
0001743907,BELONGS_TO_INDUSTRY_OF,4512
0001692063,BELONGS_TO_INDUSTRY_OF,4213
0000913760,BELONGS_TO_INDUSTRY_OF,6200
0000883241,BELONGS_TO_INDUSTRY_OF,7372
0000018349,BELONGS_TO_INDUSTRY_OF,6021
0001177394,BELONGS_TO_INDUSTRY_OF,5045
0000092122,BELONGS_TO_INDUSTRY_OF,4911
0000091767,BELONGS_TO_INDUSTRY_OF,2650
0001314727,BELONGS_TO_INDUSTRY_OF,3651
0001063761,BELONGS_TO_INDUSTRY_OF,6798
0000064040,BELONGS_TO_INDUSTRY_OF,7320
0001576018,BELONGS_TO_INDUSTRY_OF,6331
0001092699,BELONGS_TO_INDUSTRY_OF,7372
0000877422,BELONGS_TO_INDUSTRY_OF,5141
0000088205,BELONGS_TO_INDUSTRY_OF,3540
0001126956,BELONGS_TO_INDUSTRY_OF,4924
0001032208,BELONGS_TO_INDUSTRY_OF,4932
0000873303,BELONGS_TO_INDUSTRY_OF,2834
0000764038,BELONGS_TO_INDUSTRY_OF,6022
0000920371,BELONGS_TO_INDUSTRY_OF,3420
0001549346,BELONGS_TO_INDUSTRY_OF,7374
0001477294,BELONGS_TO_INDUSTRY_OF,3823
0000718937,BELONGS_TO_INDUSTRY_OF,3851
0001479094,BELONGS_TO_INDUSTRY_OF,6798
0000719220,BELONGS_TO_INDUSTRY_OF,6022
0000094344,BELONGS_TO_INDUSTRY_OF,6361
0001473844,BELONGS_TO_INDUSTRY_OF,6021
0001796022,BELONGS_TO_INDUSTRY_OF,6282
0001013934,BELONGS_TO_INDUSTRY_OF,8200
0000874238,BELONGS_TO_INDUSTRY_OF,1600
0000093751,BELONGS_TO_INDUSTRY_OF,6022
0001465128,BELONGS_TO_INDUSTRY_OF,6798
0001137789,BELONGS_TO_INDUSTRY_OF,3572
0000016918,BELONGS_TO_INDUSTRY_OF,2080
0001356576,BELONGS_TO_INDUSTRY_OF,2834
0000093556,BELONGS_TO_INDUSTRY_OF,3420
0000004127,BELONGS_TO_INDUSTRY_OF,3674
0001692115,BELONGS_TO_INDUSTRY_OF,4923
0001514705,BELONGS_TO_INDUSTRY_OF,3312
0000310354,BELONGS_TO_INDUSTRY_OF,3580
0000310142,BELONGS_TO_INDUSTRY_OF,2860
0001601712,BELONGS_TO_INDUSTRY_OF,6199
0000310764,BELONGS_TO_INDUSTRY_OF,3841
0000817720,BELONGS_TO_INDUSTRY_OF,3674
0000096021,BELONGS_TO_INDUSTRY_OF,5140
0000732717,BELONGS_TO_INDUSTRY_OF,4813
0001724965,BELONGS_TO_INDUSTRY_OF,1311
0000024545,BELONGS_TO_INDUSTRY_OF,2082
0001295401,BELONGS_TO_INDUSTRY_OF,6021
0001077428,BELONGS_TO_INDUSTRY_OF,6022
0000816761,BELONGS_TO_INDUSTRY_OF,7372
0001260221,BELONGS_TO_INDUSTRY_OF,3728
0001051512,BELONGS_TO_INDUSTRY_OF,4813
0000098222,BELONGS_TO_INDUSTRY_OF,4400
0001094285,BELONGS_TO_INDUSTRY_OF,3812
0000842023,BELONGS_TO_INDUSTRY_OF,2836
0001385157,BELONGS_TO_INDUSTRY_OF,5065
0000097210,BELONGS_TO_INDUSTRY_OF,3825
0000097216,BELONGS_TO_INDUSTRY_OF,3537
0000092230,BELONGS_TO_INDUSTRY_OF,6021
0001539638,BELONGS_TO_INDUSTRY_OF,6022
0000096943,BELONGS_TO_INDUSTRY_OF,3841
0000039899,BELONGS_TO_INDUSTRY_OF,4833
0000027419,BELONGS_TO_INDUSTRY_OF,5331
0001001316,BELONGS_TO_INDUSTRY_OF,2834
0000070318,BELONGS_TO_INDUSTRY_OF,8062
0000944695,BELONGS_TO_INDUSTRY_OF,6331
0000730263,BELONGS_TO_INDUSTRY_OF,3716
0000903129,BELONGS_TO_INDUSTRY_OF,3714
0001556739,BELONGS_TO_INDUSTRY_OF,7310
0001320695,BELONGS_TO_INDUSTRY_OF,2030
0000715787,BELONGS_TO_INDUSTRY_OF,2273
0000109198,BELONGS_TO_INDUSTRY_OF,5651
0000098362,BELONGS_TO_INDUSTRY_OF,3562
0001756262,BELONGS_TO_INDUSTRY_OF,3845
0001562476,BELONGS_TO_INDUSTRY_OF,1531
0000097745,BELONGS_TO_INDUSTRY_OF,3829
0001005817,BELONGS_TO_INDUSTRY_OF,6022
0001283699,BELONGS_TO_INDUSTRY_OF,4812
0000097134,BELONGS_TO_INDUSTRY_OF,3580
0001438133,BELONGS_TO_INDUSTRY_OF,3841
0001361658,BELONGS_TO_INDUSTRY_OF,7011
0000794170,BELONGS_TO_INDUSTRY_OF,1531
0001561680,BELONGS_TO_INDUSTRY_OF,1531
0001116132,BELONGS_TO_INDUSTRY_OF,3100
0000098677,BELONGS_TO_INDUSTRY_OF,2060
0001069878,BELONGS_TO_INDUSTRY_OF,2400
0001389170,BELONGS_TO_INDUSTRY_OF,4922
0001526520,BELONGS_TO_INDUSTRY_OF,7370
0000864749,BELONGS_TO_INDUSTRY_OF,3829
0000036146,BELONGS_TO_INDUSTRY_OF,6021
0000099780,BELONGS_TO_INDUSTRY_OF,3743
0001476150,BELONGS_TO_INDUSTRY_OF,6500
0001113169,BELONGS_TO_INDUSTRY_OF,6282
0000357301,BELONGS_TO_INDUSTRY_OF,6022
0001371285,BELONGS_TO_INDUSTRY_OF,6324
0000086312,BELONGS_TO_INDUSTRY_OF,6331
0000916365,BELONGS_TO_INDUSTRY_OF,5200
0001318605,BELONGS_TO_INDUSTRY_OF,3711
0000100493,BELONGS_TO_INDUSTRY_OF,2015
0001466258,BELONGS_TO_INDUSTRY_OF,3822
0000737758,BELONGS_TO_INDUSTRY_OF,3524
0000831641,BELONGS_TO_INDUSTRY_OF,8711
0002018064,BELONGS_TO_INDUSTRY_OF,4822
0001116942,BELONGS_TO_INDUSTRY_OF,3672
0000946581,BELONGS_TO_INDUSTRY_OF,7372
0000899751,BELONGS_TO_INDUSTRY_OF,3312
0001465740,BELONGS_TO_INDUSTRY_OF,6798
0000097476,BELONGS_TO_INDUSTRY_OF,3674
0001108426,BELONGS_TO_INDUSTRY_OF,4911
0001289460,BELONGS_TO_INDUSTRY_OF,5812
0000217346,BELONGS_TO_INDUSTRY_OF,3720
0000860731,BELONGS_TO_INDUSTRY_OF,7372
0001336917,BELONGS_TO_INDUSTRY_OF,2300
0000100517,BELONGS_TO_INDUSTRY_OF,4512
0000729986,BELONGS_TO_INDUSTRY_OF,6022
0000857855,BELONGS_TO_INDUSTRY_OF,6022
0001275014,BELONGS_TO_INDUSTRY_OF,3674
0000074208,BELONGS_TO_INDUSTRY_OF,6798
0001611547,BELONGS_TO_INDUSTRY_OF,6500
0000101199,BELONGS_TO_INDUSTRY_OF,6331
0000912767,BELONGS_TO_INDUSTRY_OF,2421
0000914156,BELONGS_TO_INDUSTRY_OF,3841
0000884614,BELONGS_TO_INDUSTRY_OF,4932
0000352915,BELONGS_TO_INDUSTRY_OF,8062
0000798783,BELONGS_TO_INDUSTRY_OF,6798
0001403568,BELONGS_TO_INDUSTRY_OF,5990
0000101382,BELONGS_TO_INDUSTRY_OF,6021
0000717954,BELONGS_TO_INDUSTRY_OF,7200
0001020859,BELONGS_TO_INDUSTRY_OF,5141
0000731766,BELONGS_TO_INDUSTRY_OF,6324
0001620280,BELONGS_TO_INDUSTRY_OF,6798
0000005513,BELONGS_TO_INDUSTRY_OF,6321
0000100885,BELONGS_TO_INDUSTRY_OF,4011
0000933036,BELONGS_TO_INDUSTRY_OF,7359
0001090727,BELONGS_TO_INDUSTRY_OF,4210
0000912615,BELONGS_TO_INDUSTRY_OF,5651
0001067701,BELONGS_TO_INDUSTRY_OF,7359
0000036104,BELONGS_TO_INDUSTRY_OF,6021
0001665918,BELONGS_TO_INDUSTRY_OF,5140
0000896264,BELONGS_TO_INDUSTRY_OF,2833
0000885978,BELONGS_TO_INDUSTRY_OF,8000
0001082554,BELONGS_TO_INDUSTRY_OF,2834
0000755001,BELONGS_TO_INDUSTRY_OF,4931
0000102037,BELONGS_TO_INDUSTRY_OF,5150
0001403161,BELONGS_TO_INDUSTRY_OF,7389
0001524358,BELONGS_TO_INDUSTRY_OF,6531
0000314808,BELONGS_TO_INDUSTRY_OF,1381
0001501570,BELONGS_TO_INDUSTRY_OF,6022
0001111335,BELONGS_TO_INDUSTRY_OF,3714
0000887359,BELONGS_TO_INDUSTRY_OF,2836
0001570827,BELONGS_TO_INDUSTRY_OF,6282
0001384101,BELONGS_TO_INDUSTRY_OF,8071
0000103145,BELONGS_TO_INDUSTRY_OF,3559
0000103379,BELONGS_TO_INDUSTRY_OF,2320
0000912093,BELONGS_TO_INDUSTRY_OF,3674
0001705696,BELONGS_TO_INDUSTRY_OF,6798
0000751978,BELONGS_TO_INDUSTRY_OF,3679
0001706431,BELONGS_TO_INDUSTRY_OF,2836
0001592386,BELONGS_TO_INDUSTRY_OF,6211
0001035002,BELONGS_TO_INDUSTRY_OF,2911
0000714310,BELONGS_TO_INDUSTRY_OF,6021
0001396009,BELONGS_TO_INDUSTRY_OF,1400
0000102729,BELONGS_TO_INDUSTRY_OF,3440
0000899689,BELONGS_TO_INDUSTRY_OF,6798
0001602065,BELONGS_TO_INDUSTRY_OF,1311
0001786842,BELONGS_TO_INDUSTRY_OF,3824
0001535929,BELONGS_TO_INDUSTRY_OF,6311
0000924901,BELONGS_TO_INDUSTRY_OF,6798
0001682745,BELONGS_TO_INDUSTRY_OF,4700
0001442145,BELONGS_TO_INDUSTRY_OF,7374
0001014473,BELONGS_TO_INDUSTRY_OF,7371
0000883237,BELONGS_TO_INDUSTRY_OF,6282
0000875320,BELONGS_TO_INDUSTRY_OF,2834
0000797721,BELONGS_TO_INDUSTRY_OF,3663
0001856437,BELONGS_TO_INDUSTRY_OF,5621
0000103730,BELONGS_TO_INDUSTRY_OF,3670
0001967649,BELONGS_TO_INDUSTRY_OF,5190
0001528129,BELONGS_TO_INDUSTRY_OF,1311
0001525221,BELONGS_TO_INDUSTRY_OF,4522
0000740260,BELONGS_TO_INDUSTRY_OF,6798
0001792044,BELONGS_TO_INDUSTRY_OF,2834
0001674910,BELONGS_TO_INDUSTRY_OF,2990
0000070866,BELONGS_TO_INDUSTRY_OF,3578
0000732712,BELONGS_TO_INDUSTRY_OF,4813
0000943452,BELONGS_TO_INDUSTRY_OF,3743
0000311094,BELONGS_TO_INDUSTRY_OF,6021
0000936528,BELONGS_TO_INDUSTRY_OF,6021
0001212545,BELONGS_TO_INDUSTRY_OF,6022
0001000697,BELONGS_TO_INDUSTRY_OF,3826
0001618921,BELONGS_TO_INDUSTRY_OF,5912
0001437107,BELONGS_TO_INDUSTRY_OF,4841
0000801337,BELONGS_TO_INDUSTRY_OF,6021
0000929008,BELONGS_TO_INDUSTRY_OF,5063
0001497770,BELONGS_TO_INDUSTRY_OF,6199
0000106040,BELONGS_TO_INDUSTRY_OF,3572
0000105132,BELONGS_TO_INDUSTRY_OF,2890
0000783325,BELONGS_TO_INDUSTRY_OF,4931
0000766704,BELONGS_TO_INDUSTRY_OF,6798
0000030697,BELONGS_TO_INDUSTRY_OF,5810
0000793074,BELONGS_TO_INDUSTRY_OF,4213
0001309108,BELONGS_TO_INDUSTRY_OF,7389
0000072971,BELONGS_TO_INDUSTRY_OF,6021
0001603923,BELONGS_TO_INDUSTRY_OF,3533
0000107687,BELONGS_TO_INDUSTRY_OF,3716
0001722684,BELONGS_TO_INDUSTRY_OF,7011
0001699136,BELONGS_TO_INDUSTRY_OF,3533
0000106640,BELONGS_TO_INDUSTRY_OF,3630
0001636222,BELONGS_TO_INDUSTRY_OF,5812
0000789460,BELONGS_TO_INDUSTRY_OF,5172
0001262823,BELONGS_TO_INDUSTRY_OF,2860
0000107140,BELONGS_TO_INDUSTRY_OF,2731
0000823768,BELONGS_TO_INDUSTRY_OF,4953
0000107263,BELONGS_TO_INDUSTRY_OF,4922
0001319161,BELONGS_TO_INDUSTRY_OF,7900
0001604028,BELONGS_TO_INDUSTRY_OF,3086
0000104169,BELONGS_TO_INDUSTRY_OF,5331
0000108516,BELONGS_TO_INDUSTRY_OF,3310
0001025378,BELONGS_TO_INDUSTRY_OF,6798
0000011544,BELONGS_TO_INDUSTRY_OF,6331
0001732845,BELONGS_TO_INDUSTRY_OF,2650
0000108385,BELONGS_TO_INDUSTRY_OF,6141
0001968487,BELONGS_TO_INDUSTRY_OF,3310
0001647088,BELONGS_TO_INDUSTRY_OF,7350
0000828944,BELONGS_TO_INDUSTRY_OF,6021
0000105016,BELONGS_TO_INDUSTRY_OF,5070
0001175535,BELONGS_TO_INDUSTRY_OF,6798
0000105770,BELONGS_TO_INDUSTRY_OF,3841
0000880631,BELONGS_TO_INDUSTRY_OF,6211
0001015328,BELONGS_TO_INDUSTRY_OF,6022
0000078128,BELONGS_TO_INDUSTRY_OF,4941
0000795403,BELONGS_TO_INDUSTRY_OF,3490
0001365135,BELONGS_TO_INDUSTRY_OF,7389
0000108312,BELONGS_TO_INDUSTRY_OF,3620
0000110471,BELONGS_TO_INDUSTRY_OF,3140
0000106535,BELONGS_TO_INDUSTRY_OF,6798
0001174922,BELONGS_TO_INDUSTRY_OF,7011
0000072903,BELONGS_TO_INDUSTRY_OF,4931
0001616000,BELONGS_TO_INDUSTRY_OF,7011
0001326732,BELONGS_TO_INDUSTRY_OF,2834
0000034088,BELONGS_TO_INDUSTRY_OF,2911
0001767258,BELONGS_TO_INDUSTRY_OF,3470
0001166003,BELONGS_TO_INDUSTRY_OF,4700
0000818479,BELONGS_TO_INDUSTRY_OF,3843
0001770450,BELONGS_TO_INDUSTRY_OF,3577
0001524472,BELONGS_TO_INDUSTRY_OF,3561
0001345016,BELONGS_TO_INDUSTRY_OF,7200
0001670592,BELONGS_TO_INDUSTRY_OF,3949
0001856314,BELONGS_TO_INDUSTRY_OF,7372
0001041061,BELONGS_TO_INDUSTRY_OF,5812
0001136869,BELONGS_TO_INDUSTRY_OF,3842
0000877212,BELONGS_TO_INDUSTRY_OF,3560
0001084048,BELONGS_TO_INDUSTRY_OF,4822
0000109380,BELONGS_TO_INDUSTRY_OF,6021
0001555280,BELONGS_TO_INDUSTRY_OF,2834
0001439288,BELONGS_TO_INDUSTRY_OF,3560
