Company,HAS_EXCHANGE_MARKET,Exchange
0001591698,HAS_EXCHANGE_MARKET,Nasdaq
0001120914,HAS_EXCHANGE_MARKET,Nasdaq
0000765880,HAS_EXCHANGE_MARKET,NYSE
0001474098,HAS_EXCHANGE_MARKET,NYSE
0001476204,HAS_EXCHANGE_MARKET,Nasdaq
0000788784,HAS_EXCHANGE_MARKET,NYSE
0001013857,HAS_EXCHANGE_MARKET,Nasdaq
0001321732,HAS_EXCHANGE_MARKET,NYSE
0000921738,HAS_EXCHANGE_MARKET,Nasdaq
0000077476,HAS_EXCHANGE_MARKET,Nasdaq
0000078003,HAS_EXCHANGE_MARKET,NYSE
0001126328,HAS_EXCHANGE_MARKET,Nasdaq
0001618673,HAS_EXCHANGE_MARKET,NYSE
0001178970,HAS_EXCHANGE_MARKET,NYSE
0000080424,HAS_EXCHANGE_MARKET,NYSE
0001551306,HAS_EXCHANGE_MARKET,Nasdaq
0000080661,HAS_EXCHANGE_MARKET,NYSE
0000076334,HAS_EXCHANGE_MARKET,NYSE
0001968915,HAS_EXCHANGE_MARKET,NYSE
0000822416,HAS_EXCHANGE_MARKET,NYSE
0001114995,HAS_EXCHANGE_MARKET,Nasdaq
0000931015,HAS_EXCHANGE_MARKET,NYSE
0001577916,HAS_EXCHANGE_MARKET,Nasdaq
0001230245,HAS_EXCHANGE_MARKET,NYSE
0001626115,HAS_EXCHANGE_MARKET,NYSE
0001617406,HAS_EXCHANGE_MARKET,NYSE
0000075677,HAS_EXCHANGE_MARKET,NYSE
0000031791,HAS_EXCHANGE_MARKET,NYSE
0000810136,HAS_EXCHANGE_MARKET,Nasdaq
0001525769,HAS_EXCHANGE_MARKET,Nasdaq
0001045609,HAS_EXCHANGE_MARKET,NYSE
0001761312,HAS_EXCHANGE_MARKET,Nasdaq
0001637207,HAS_EXCHANGE_MARKET,NYSE
0001022408,HAS_EXCHANGE_MARKET,Nasdaq
0000785786,HAS_EXCHANGE_MARKET,Nasdaq
0001413329,HAS_EXCHANGE_MARKET,NYSE
0001464423,HAS_EXCHANGE_MARKET,NYSE
0000713676,HAS_EXCHANGE_MARKET,NYSE
0001115055,HAS_EXCHANGE_MARKET,Nasdaq
0000077360,HAS_EXCHANGE_MARKET,NYSE
0000764622,HAS_EXCHANGE_MARKET,NYSE
0000945841,HAS_EXCHANGE_MARKET,Nasdaq
0000784977,HAS_EXCHANGE_MARKET,NYSE
0001530950,HAS_EXCHANGE_MARKET,NYSE
0000833640,HAS_EXCHANGE_MARKET,Nasdaq
0000080420,HAS_EXCHANGE_MARKET,Nasdaq
0001028918,HAS_EXCHANGE_MARKET,Nasdaq
0000802481,HAS_EXCHANGE_MARKET,Nasdaq
0000079879,HAS_EXCHANGE_MARKET,NYSE
0000922224,HAS_EXCHANGE_MARKET,NYSE
0001658566,HAS_EXCHANGE_MARKET,NYSE
0001127703,HAS_EXCHANGE_MARKET,NYSE
0001185348,HAS_EXCHANGE_MARKET,Nasdaq
0001046568,HAS_EXCHANGE_MARKET,Nasdaq
0001808834,HAS_EXCHANGE_MARKET,NYSE
0001585364,HAS_EXCHANGE_MARKET,NYSE
0000876167,HAS_EXCHANGE_MARKET,Nasdaq
0001475922,HAS_EXCHANGE_MARKET,NYSE
0000805676,HAS_EXCHANGE_MARKET,NYSE
0001443669,HAS_EXCHANGE_MARKET,NYSE
0000884219,HAS_EXCHANGE_MARKET,NYSE
0001137774,HAS_EXCHANGE_MARKET,NYSE
0001759655,HAS_EXCHANGE_MARKET,Nasdaq
0001393311,HAS_EXCHANGE_MARKET,NYSE
0001041803,HAS_EXCHANGE_MARKET,Nasdaq
0000275880,HAS_EXCHANGE_MARKET,NYSE
0001474432,HAS_EXCHANGE_MARKET,NYSE
0001534701,HAS_EXCHANGE_MARKET,NYSE
0000857005,HAS_EXCHANGE_MARKET,Nasdaq
0000889900,HAS_EXCHANGE_MARKET,Nasdaq
0001377121,HAS_EXCHANGE_MARKET,Nasdaq
0001680247,HAS_EXCHANGE_MARKET,NYSE
0000078239,HAS_EXCHANGE_MARKET,NYSE
0001050915,HAS_EXCHANGE_MARKET,NYSE
0001633917,HAS_EXCHANGE_MARKET,Nasdaq
0000901491,HAS_EXCHANGE_MARKET,Nasdaq
0000804328,HAS_EXCHANGE_MARKET,Nasdaq
0001906324,HAS_EXCHANGE_MARKET,Nasdaq
0001107843,HAS_EXCHANGE_MARKET,Nasdaq
0001117297,HAS_EXCHANGE_MARKET,Nasdaq
0001604778,HAS_EXCHANGE_MARKET,Nasdaq
0000085961,HAS_EXCHANGE_MARKET,NYSE
0000733269,HAS_EXCHANGE_MARKET,NYSE
0001046102,HAS_EXCHANGE_MARKET,NYSE
0001324948,HAS_EXCHANGE_MARKET,NYSE
0001527590,HAS_EXCHANGE_MARKET,NYSE
0000884887,HAS_EXCHANGE_MARKET,NYSE
0001724521,HAS_EXCHANGE_MARKET,NYSE
0000890926,HAS_EXCHANGE_MARKET,NYSE
0000790526,HAS_EXCHANGE_MARKET,Nasdaq
0001095073,HAS_EXCHANGE_MARKET,NYSE
0000910606,HAS_EXCHANGE_MARKET,Nasdaq
0000872589,HAS_EXCHANGE_MARKET,Nasdaq
0000742278,HAS_EXCHANGE_MARKET,NYSE
0000744187,HAS_EXCHANGE_MARKET,NYSE
0001571283,HAS_EXCHANGE_MARKET,NYSE
0001740332,HAS_EXCHANGE_MARKET,NYSE
0001281761,HAS_EXCHANGE_MARKET,NYSE
0000898174,HAS_EXCHANGE_MARKET,NYSE
0000730272,HAS_EXCHANGE_MARKET,Nasdaq
0000085535,HAS_EXCHANGE_MARKET,Nasdaq
0000095029,HAS_EXCHANGE_MARKET,NYSE
0001528849,HAS_EXCHANGE_MARKET,NYSE
0000315213,HAS_EXCHANGE_MARKET,NYSE
0001040829,HAS_EXCHANGE_MARKET,NYSE
0000720005,HAS_EXCHANGE_MARKET,NYSE
0001037038,HAS_EXCHANGE_MARKET,NYSE
0000084246,HAS_EXCHANGE_MARKET,NYSE
0000917273,HAS_EXCHANGE_MARKET,Nasdaq
0000943819,HAS_EXCHANGE_MARKET,NYSE
0000913144,HAS_EXCHANGE_MARKET,NYSE
0000715072,HAS_EXCHANGE_MARKET,NYSE
0000912562,HAS_EXCHANGE_MARKET,Nasdaq
0000084748,HAS_EXCHANGE_MARKET,NYSE
0001635088,HAS_EXCHANGE_MARKET,Nasdaq
0001024478,HAS_EXCHANGE_MARKET,NYSE
0000084839,HAS_EXCHANGE_MARKET,NYSE
0000882835,HAS_EXCHANGE_MARKET,Nasdaq
0000745732,HAS_EXCHANGE_MARKET,Nasdaq
0000110621,HAS_EXCHANGE_MARKET,NYSE
0000315852,HAS_EXCHANGE_MARKET,NYSE
0000082811,HAS_EXCHANGE_MARKET,NYSE
0000861884,HAS_EXCHANGE_MARKET,NYSE
0001060391,HAS_EXCHANGE_MARKET,NYSE
0001469367,HAS_EXCHANGE_MARKET,Nasdaq
0001012019,HAS_EXCHANGE_MARKET,Nasdaq
0000930236,HAS_EXCHANGE_MARKET,NYSE
0001929561,HAS_EXCHANGE_MARKET,NYSE
0001849253,HAS_EXCHANGE_MARKET,NYSE
0000052827,HAS_EXCHANGE_MARKET,NYSE
0001597033,HAS_EXCHANGE_MARKET,Nasdaq
0001095651,HAS_EXCHANGE_MARKET,NYSE
0001172052,HAS_EXCHANGE_MARKET,Nasdaq
0001043509,HAS_EXCHANGE_MARKET,NYSE
0001177702,HAS_EXCHANGE_MARKET,Nasdaq
0001571123,HAS_EXCHANGE_MARKET,Nasdaq
0000949870,HAS_EXCHANGE_MARKET,NYSE
0000897723,HAS_EXCHANGE_MARKET,Nasdaq
0001415404,HAS_EXCHANGE_MARKET,Nasdaq
0001034054,HAS_EXCHANGE_MARKET,Nasdaq
0000730708,HAS_EXCHANGE_MARKET,Nasdaq
0001368458,HAS_EXCHANGE_MARKET,NYSE
0001492298,HAS_EXCHANGE_MARKET,Nasdaq
0000705432,HAS_EXCHANGE_MARKET,NYSE
0000829224,HAS_EXCHANGE_MARKET,Nasdaq
0000866729,HAS_EXCHANGE_MARKET,Nasdaq
0000316709,HAS_EXCHANGE_MARKET,NYSE
0000089089,HAS_EXCHANGE_MARKET,NYSE
0000094049,HAS_EXCHANGE_MARKET,NYSE
0000918965,HAS_EXCHANGE_MARKET,Nasdaq
0000895447,HAS_EXCHANGE_MARKET,Nasdaq
0001490978,HAS_EXCHANGE_MARKET,Nasdaq
0001419612,HAS_EXCHANGE_MARKET,Nasdaq
0001012100,HAS_EXCHANGE_MARKET,NYSE
0000350894,HAS_EXCHANGE_MARKET,Nasdaq
0001320414,HAS_EXCHANGE_MARKET,NYSE
0000720672,HAS_EXCHANGE_MARKET,NYSE
0001430723,HAS_EXCHANGE_MARKET,NYSE
0001575515,HAS_EXCHANGE_MARKET,Nasdaq
0000090498,HAS_EXCHANGE_MARKET,Nasdaq
0001616533,HAS_EXCHANGE_MARKET,Nasdaq
0001206264,HAS_EXCHANGE_MARKET,NYSE
0001620533,HAS_EXCHANGE_MARKET,NYSE
0001822479,HAS_EXCHANGE_MARKET,Nasdaq
0000354963,HAS_EXCHANGE_MARKET,Nasdaq
0001295810,HAS_EXCHANGE_MARKET,NYSE
0000913241,HAS_EXCHANGE_MARKET,Nasdaq
0000089800,HAS_EXCHANGE_MARKET,NYSE
0000832988,HAS_EXCHANGE_MARKET,NYSE
0000230557,HAS_EXCHANGE_MARKET,Nasdaq
0000894315,HAS_EXCHANGE_MARKET,NYSE
0001451809,HAS_EXCHANGE_MARKET,Nasdaq
0000091419,HAS_EXCHANGE_MARKET,NYSE
0000766829,HAS_EXCHANGE_MARKET,Nasdaq
0000899715,HAS_EXCHANGE_MARKET,NYSE
0001065837,HAS_EXCHANGE_MARKET,NYSE
0000090896,HAS_EXCHANGE_MARKET,NYSE
0000793733,HAS_EXCHANGE_MARKET,Nasdaq
0001038074,HAS_EXCHANGE_MARKET,Nasdaq
0000087347,HAS_EXCHANGE_MARKET,NYSE
0001040971,HAS_EXCHANGE_MARKET,NYSE
0000849869,HAS_EXCHANGE_MARKET,NYSE
0001032033,HAS_EXCHANGE_MARKET,Nasdaq
0001023459,HAS_EXCHANGE_MARKET,Nasdaq
0001856485,HAS_EXCHANGE_MARKET,NYSE
0000893538,HAS_EXCHANGE_MARKET,NYSE
0000825542,HAS_EXCHANGE_MARKET,NYSE
0000093389,HAS_EXCHANGE_MARKET,NYSE
0001702744,HAS_EXCHANGE_MARKET,Nasdaq
0000088941,HAS_EXCHANGE_MARKET,Nasdaq
0000091440,HAS_EXCHANGE_MARKET,NYSE
0001743907,HAS_EXCHANGE_MARKET,Nasdaq
0001692063,HAS_EXCHANGE_MARKET,NYSE
0000913760,HAS_EXCHANGE_MARKET,Nasdaq
0000883241,HAS_EXCHANGE_MARKET,Nasdaq
0000018349,HAS_EXCHANGE_MARKET,NYSE
0001177394,HAS_EXCHANGE_MARKET,NYSE
0000092122,HAS_EXCHANGE_MARKET,NYSE
0000091767,HAS_EXCHANGE_MARKET,NYSE
0001314727,HAS_EXCHANGE_MARKET,Nasdaq
0001063761,HAS_EXCHANGE_MARKET,NYSE
0000064040,HAS_EXCHANGE_MARKET,NYSE
0001576018,HAS_EXCHANGE_MARKET,NYSE
0001092699,HAS_EXCHANGE_MARKET,Nasdaq
0000877422,HAS_EXCHANGE_MARKET,Nasdaq
0000088205,HAS_EXCHANGE_MARKET,NYSE
0001126956,HAS_EXCHANGE_MARKET,NYSE
0001032208,HAS_EXCHANGE_MARKET,NYSE
0000873303,HAS_EXCHANGE_MARKET,Nasdaq
0000764038,HAS_EXCHANGE_MARKET,NYSE
0000920371,HAS_EXCHANGE_MARKET,NYSE
0001549346,HAS_EXCHANGE_MARKET,NYSE
0001477294,HAS_EXCHANGE_MARKET,NYSE
0000718937,HAS_EXCHANGE_MARKET,Nasdaq
0001479094,HAS_EXCHANGE_MARKET,NYSE
0000719220,HAS_EXCHANGE_MARKET,Nasdaq
0000094344,HAS_EXCHANGE_MARKET,NYSE
0001473844,HAS_EXCHANGE_MARKET,NYSE
0001796022,HAS_EXCHANGE_MARKET,Nasdaq
0001013934,HAS_EXCHANGE_MARKET,Nasdaq
0000874238,HAS_EXCHANGE_MARKET,Nasdaq
0000093751,HAS_EXCHANGE_MARKET,NYSE
0001465128,HAS_EXCHANGE_MARKET,NYSE
0001137789,HAS_EXCHANGE_MARKET,Nasdaq
0000016918,HAS_EXCHANGE_MARKET,NYSE
0001356576,HAS_EXCHANGE_MARKET,Nasdaq
0000093556,HAS_EXCHANGE_MARKET,NYSE
0000004127,HAS_EXCHANGE_MARKET,Nasdaq
0001692115,HAS_EXCHANGE_MARKET,NYSE
0001514705,HAS_EXCHANGE_MARKET,NYSE
0000310354,HAS_EXCHANGE_MARKET,NYSE
0000310142,HAS_EXCHANGE_MARKET,NYSE
0001601712,HAS_EXCHANGE_MARKET,NYSE
0000310764,HAS_EXCHANGE_MARKET,NYSE
0000817720,HAS_EXCHANGE_MARKET,Nasdaq
0000096021,HAS_EXCHANGE_MARKET,NYSE
0000732717,HAS_EXCHANGE_MARKET,NYSE
0001724965,HAS_EXCHANGE_MARKET,NYSE
0000024545,HAS_EXCHANGE_MARKET,NYSE
0001295401,HAS_EXCHANGE_MARKET,Nasdaq
0001077428,HAS_EXCHANGE_MARKET,Nasdaq
0000816761,HAS_EXCHANGE_MARKET,NYSE
0001260221,HAS_EXCHANGE_MARKET,NYSE
0001051512,HAS_EXCHANGE_MARKET,NYSE
0000098222,HAS_EXCHANGE_MARKET,NYSE
0001094285,HAS_EXCHANGE_MARKET,NYSE
0000842023,HAS_EXCHANGE_MARKET,Nasdaq
0001385157,HAS_EXCHANGE_MARKET,NYSE
0000097210,HAS_EXCHANGE_MARKET,Nasdaq
0000097216,HAS_EXCHANGE_MARKET,NYSE
0000092230,HAS_EXCHANGE_MARKET,NYSE
0001539638,HAS_EXCHANGE_MARKET,Nasdaq
0000096943,HAS_EXCHANGE_MARKET,NYSE
0000039899,HAS_EXCHANGE_MARKET,NYSE
0000027419,HAS_EXCHANGE_MARKET,NYSE
0001001316,HAS_EXCHANGE_MARKET,Nasdaq
0000070318,HAS_EXCHANGE_MARKET,NYSE
0000944695,HAS_EXCHANGE_MARKET,NYSE
0000730263,HAS_EXCHANGE_MARKET,NYSE
0000903129,HAS_EXCHANGE_MARKET,Nasdaq
0001556739,HAS_EXCHANGE_MARKET,Nasdaq
0001320695,HAS_EXCHANGE_MARKET,NYSE
0000715787,HAS_EXCHANGE_MARKET,Nasdaq
0000109198,HAS_EXCHANGE_MARKET,NYSE
0000098362,HAS_EXCHANGE_MARKET,NYSE
0001756262,HAS_EXCHANGE_MARKET,Nasdaq
0001562476,HAS_EXCHANGE_MARKET,NYSE
0000097745,HAS_EXCHANGE_MARKET,NYSE
0001005817,HAS_EXCHANGE_MARKET,NYSE
0001283699,HAS_EXCHANGE_MARKET,Nasdaq
0000097134,HAS_EXCHANGE_MARKET,NYSE
0001438133,HAS_EXCHANGE_MARKET,Nasdaq
0001361658,HAS_EXCHANGE_MARKET,NYSE
0000794170,HAS_EXCHANGE_MARKET,NYSE
0001561680,HAS_EXCHANGE_MARKET,NYSE
0001116132,HAS_EXCHANGE_MARKET,NYSE
0000098677,HAS_EXCHANGE_MARKET,NYSE
0001069878,HAS_EXCHANGE_MARKET,NYSE
0001389170,HAS_EXCHANGE_MARKET,NYSE
0001526520,HAS_EXCHANGE_MARKET,Nasdaq
0000864749,HAS_EXCHANGE_MARKET,Nasdaq
0000036146,HAS_EXCHANGE_MARKET,Nasdaq
0000099780,HAS_EXCHANGE_MARKET,NYSE
0001476150,HAS_EXCHANGE_MARKET,NYSE
0001113169,HAS_EXCHANGE_MARKET,Nasdaq
0000357301,HAS_EXCHANGE_MARKET,Nasdaq
0001371285,HAS_EXCHANGE_MARKET,Nasdaq
0000086312,HAS_EXCHANGE_MARKET,NYSE
0000916365,HAS_EXCHANGE_MARKET,Nasdaq
0001318605,HAS_EXCHANGE_MARKET,Nasdaq
0000100493,HAS_EXCHANGE_MARKET,NYSE
0001466258,HAS_EXCHANGE_MARKET,NYSE
0000737758,HAS_EXCHANGE_MARKET,NYSE
0000831641,HAS_EXCHANGE_MARKET,Nasdaq
0002018064,HAS_EXCHANGE_MARKET,Nasdaq
0001116942,HAS_EXCHANGE_MARKET,Nasdaq
0000946581,HAS_EXCHANGE_MARKET,Nasdaq
0000899751,HAS_EXCHANGE_MARKET,NYSE
0001465740,HAS_EXCHANGE_MARKET,NYSE
0000097476,HAS_EXCHANGE_MARKET,Nasdaq
0001108426,HAS_EXCHANGE_MARKET,NYSE
0001289460,HAS_EXCHANGE_MARKET,Nasdaq
0000217346,HAS_EXCHANGE_MARKET,NYSE
0000860731,HAS_EXCHANGE_MARKET,NYSE
0001336917,HAS_EXCHANGE_MARKET,NYSE
0000100517,HAS_EXCHANGE_MARKET,Nasdaq
0000729986,HAS_EXCHANGE_MARKET,Nasdaq
0000857855,HAS_EXCHANGE_MARKET,NYSE
0001275014,HAS_EXCHANGE_MARKET,Nasdaq
0000074208,HAS_EXCHANGE_MARKET,NYSE
0001611547,HAS_EXCHANGE_MARKET,NYSE
0000101199,HAS_EXCHANGE_MARKET,Nasdaq
0000912767,HAS_EXCHANGE_MARKET,Nasdaq
0000914156,HAS_EXCHANGE_MARKET,Nasdaq
0000884614,HAS_EXCHANGE_MARKET,NYSE
0000352915,HAS_EXCHANGE_MARKET,NYSE
0000798783,HAS_EXCHANGE_MARKET,NYSE
0001403568,HAS_EXCHANGE_MARKET,Nasdaq
0000101382,HAS_EXCHANGE_MARKET,Nasdaq
0000717954,HAS_EXCHANGE_MARKET,NYSE
0001020859,HAS_EXCHANGE_MARKET,NYSE
0000731766,HAS_EXCHANGE_MARKET,NYSE
0001620280,HAS_EXCHANGE_MARKET,Nasdaq
0000005513,HAS_EXCHANGE_MARKET,NYSE
0000100885,HAS_EXCHANGE_MARKET,NYSE
0000933036,HAS_EXCHANGE_MARKET,Nasdaq
0001090727,HAS_EXCHANGE_MARKET,NYSE
0000912615,HAS_EXCHANGE_MARKET,Nasdaq
0001067701,HAS_EXCHANGE_MARKET,NYSE
0000036104,HAS_EXCHANGE_MARKET,NYSE
0001665918,HAS_EXCHANGE_MARKET,NYSE
0000896264,HAS_EXCHANGE_MARKET,NYSE
0000885978,HAS_EXCHANGE_MARKET,NYSE
0001082554,HAS_EXCHANGE_MARKET,Nasdaq
0000755001,HAS_EXCHANGE_MARKET,NYSE
0000102037,HAS_EXCHANGE_MARKET,NYSE
0001403161,HAS_EXCHANGE_MARKET,NYSE
0001524358,HAS_EXCHANGE_MARKET,NYSE
0000314808,HAS_EXCHANGE_MARKET,NYSE
0001501570,HAS_EXCHANGE_MARKET,Nasdaq
0001111335,HAS_EXCHANGE_MARKET,Nasdaq
0000887359,HAS_EXCHANGE_MARKET,Nasdaq
0001570827,HAS_EXCHANGE_MARKET,Nasdaq
0001384101,HAS_EXCHANGE_MARKET,Nasdaq
0000103145,HAS_EXCHANGE_MARKET,Nasdaq
0000103379,HAS_EXCHANGE_MARKET,NYSE
0000912093,HAS_EXCHANGE_MARKET,Nasdaq
0001705696,HAS_EXCHANGE_MARKET,NYSE
0000751978,HAS_EXCHANGE_MARKET,Nasdaq
0001706431,HAS_EXCHANGE_MARKET,Nasdaq
0001592386,HAS_EXCHANGE_MARKET,NYSE
0001035002,HAS_EXCHANGE_MARKET,NYSE
0000714310,HAS_EXCHANGE_MARKET,Nasdaq
0001396009,HAS_EXCHANGE_MARKET,NYSE
0000102729,HAS_EXCHANGE_MARKET,NYSE
0000899689,HAS_EXCHANGE_MARKET,NYSE
0001602065,HAS_EXCHANGE_MARKET,Nasdaq
0001786842,HAS_EXCHANGE_MARKET,NYSE
0001535929,HAS_EXCHANGE_MARKET,NYSE
0000924901,HAS_EXCHANGE_MARKET,NYSE
0001682745,HAS_EXCHANGE_MARKET,Nasdaq
0001442145,HAS_EXCHANGE_MARKET,Nasdaq
0001014473,HAS_EXCHANGE_MARKET,Nasdaq
0000883237,HAS_EXCHANGE_MARKET,NYSE
0000875320,HAS_EXCHANGE_MARKET,Nasdaq
0000797721,HAS_EXCHANGE_MARKET,Nasdaq
0001856437,HAS_EXCHANGE_MARKET,NYSE
0000103730,HAS_EXCHANGE_MARKET,NYSE
0001967649,HAS_EXCHANGE_MARKET,NYSE
0001528129,HAS_EXCHANGE_MARKET,NYSE
0001525221,HAS_EXCHANGE_MARKET,NYSE
0000740260,HAS_EXCHANGE_MARKET,NYSE
0001792044,HAS_EXCHANGE_MARKET,Nasdaq
0001674910,HAS_EXCHANGE_MARKET,NYSE
0000070866,HAS_EXCHANGE_MARKET,NYSE
0000732712,HAS_EXCHANGE_MARKET,NYSE
0000943452,HAS_EXCHANGE_MARKET,NYSE
0000311094,HAS_EXCHANGE_MARKET,Nasdaq
0000936528,HAS_EXCHANGE_MARKET,Nasdaq
0001212545,HAS_EXCHANGE_MARKET,NYSE
0001000697,HAS_EXCHANGE_MARKET,NYSE
0001618921,HAS_EXCHANGE_MARKET,Nasdaq
0001437107,HAS_EXCHANGE_MARKET,Nasdaq
0000801337,HAS_EXCHANGE_MARKET,NYSE
0000929008,HAS_EXCHANGE_MARKET,NYSE
0001497770,HAS_EXCHANGE_MARKET,NYSE
0000106040,HAS_EXCHANGE_MARKET,Nasdaq
0000105132,HAS_EXCHANGE_MARKET,Nasdaq
0000783325,HAS_EXCHANGE_MARKET,NYSE
0000766704,HAS_EXCHANGE_MARKET,NYSE
0000030697,HAS_EXCHANGE_MARKET,Nasdaq
0000793074,HAS_EXCHANGE_MARKET,Nasdaq
0001309108,HAS_EXCHANGE_MARKET,NYSE
0000072971,HAS_EXCHANGE_MARKET,NYSE
0001603923,HAS_EXCHANGE_MARKET,Nasdaq
0000107687,HAS_EXCHANGE_MARKET,NYSE
0001722684,HAS_EXCHANGE_MARKET,NYSE
0001699136,HAS_EXCHANGE_MARKET,NYSE
0000106640,HAS_EXCHANGE_MARKET,NYSE
0001636222,HAS_EXCHANGE_MARKET,Nasdaq
0000789460,HAS_EXCHANGE_MARKET,NYSE
0001262823,HAS_EXCHANGE_MARKET,NYSE
0000107140,HAS_EXCHANGE_MARKET,NYSE
0000823768,HAS_EXCHANGE_MARKET,NYSE
0000107263,HAS_EXCHANGE_MARKET,NYSE
0001319161,HAS_EXCHANGE_MARKET,Nasdaq
0001604028,HAS_EXCHANGE_MARKET,NYSE
0000104169,HAS_EXCHANGE_MARKET,NYSE
0000108516,HAS_EXCHANGE_MARKET,NYSE
0001025378,HAS_EXCHANGE_MARKET,NYSE
0000011544,HAS_EXCHANGE_MARKET,NYSE
0000108385,HAS_EXCHANGE_MARKET,Nasdaq
0001968487,HAS_EXCHANGE_MARKET,NYSE
0001647088,HAS_EXCHANGE_MARKET,Nasdaq
0000828944,HAS_EXCHANGE_MARKET,Nasdaq
0000105016,HAS_EXCHANGE_MARKET,NYSE
0001175535,HAS_EXCHANGE_MARKET,NYSE
0000105770,HAS_EXCHANGE_MARKET,NYSE
0000880631,HAS_EXCHANGE_MARKET,NYSE
0001015328,HAS_EXCHANGE_MARKET,Nasdaq
0000078128,HAS_EXCHANGE_MARKET,NYSE
0000795403,HAS_EXCHANGE_MARKET,NYSE
0001365135,HAS_EXCHANGE_MARKET,NYSE
0000108312,HAS_EXCHANGE_MARKET,Nasdaq
0000110471,HAS_EXCHANGE_MARKET,NYSE
0000106535,HAS_EXCHANGE_MARKET,NYSE
0001174922,HAS_EXCHANGE_MARKET,Nasdaq
0000072903,HAS_EXCHANGE_MARKET,Nasdaq
0001616000,HAS_EXCHANGE_MARKET,NYSE
0001326732,HAS_EXCHANGE_MARKET,Nasdaq
0000034088,HAS_EXCHANGE_MARKET,NYSE
0001767258,HAS_EXCHANGE_MARKET,Nasdaq
0001166003,HAS_EXCHANGE_MARKET,NYSE
0000818479,HAS_EXCHANGE_MARKET,Nasdaq
0001770450,HAS_EXCHANGE_MARKET,Nasdaq
0001524472,HAS_EXCHANGE_MARKET,NYSE
0001345016,HAS_EXCHANGE_MARKET,NYSE
0001670592,HAS_EXCHANGE_MARKET,NYSE
0001856314,HAS_EXCHANGE_MARKET,NYSE
0001041061,HAS_EXCHANGE_MARKET,NYSE
0001136869,HAS_EXCHANGE_MARKET,NYSE
0000877212,HAS_EXCHANGE_MARKET,Nasdaq
0001084048,HAS_EXCHANGE_MARKET,Nasdaq
0000109380,HAS_EXCHANGE_MARKET,Nasdaq
0001555280,HAS_EXCHANGE_MARKET,NYSE
0001439288,HAS_EXCHANGE_MARKET,NYSE
